"","k__Bacteria","p__Actinobacteria","p__Bacteroidetes","p__Cyanobacteria","p__Firmicutes","p__Fusobacteria","p__OD1","p__Proteobacteria","p__Spirochaetes","p__SR1","p__TM7","c__Actinobacteria","c__Alphaproteobacteria","c__Bacilli","c__Bacteroidia","c__Betaproteobacteria","c__Chloroplast","c__Clostridia","c__Coriobacteriia","c__Cytophagia","c__Deltaproteobacteria","c__Epsilonproteobacteria","c__Erysipelotrichi","c__Flavobacteriia","c__Fusobacteriia","c__Gammaproteobacteria","c__Sphingobacteriia","c__Spirochaetes","c__TM7-3","o__Actinomycetales","o__Aeromonadales","o__Bacillales","o__Bacteroidales","o__Burkholderiales","o__Campylobacterales","o__Clostridiales","o__Coriobacteriales","o__CW040","o__Cytophagales","o__Enterobacteriales","o__Erysipelotrichales","o__Flavobacteriales","o__Fusobacteriales","o__Gemellales","o__Lactobacillales","o__Neisseriales","o__Pasteurellales","o__Pseudomonadales","o__Rhizobiales","o__Rhodobacterales","o__Rhodocyclales","o__Sphingobacteriales","o__Sphingomonadales","o__Spirochaetales","o__Streptophyta","o__Xanthomonadales","f__[Mogibacteriaceae]","f__[Paraprevotellaceae]","f__[Tissierellaceae]","f__[Weeksellaceae]","f__ACK-M1","f__Actinomycetaceae","f__Aerococcaceae","f__Aeromonadaceae","f__Alcaligenaceae","f__Bacteroidaceae","f__Burkholderiaceae","f__Campylobacteraceae","f__Carnobacteriaceae","f__Clostridiaceae","f__Comamonadaceae","f__Coriobacteriaceae","f__Corynebacteriaceae","f__Cryomorphaceae","f__Cytophagaceae","f__Enterobacteriaceae","f__Enterococcaceae","f__Erysipelotrichaceae","f__F16","f__Flavobacteriaceae","f__Fusobacteriaceae","f__Gemellaceae","f__Lachnospiraceae","f__Lactobacillaceae","f__Leptotrichiaceae","f__Leuconostocaceae","f__Microbacteriaceae","f__Micrococcaceae","f__Moraxellaceae","f__Neisseriaceae","f__Oxalobacteraceae","f__Pasteurellaceae","f__Peptostreptococcaceae","f__Porphyromonadaceae","f__Prevotellaceae","f__Propionibacteriaceae","f__Pseudomonadaceae","f__Rhizobiaceae","f__Rhodobacteraceae","f__Rhodocyclaceae","f__Rikenellaceae","f__Ruminococcaceae","f__Sphingomonadaceae","f__Spirochaetaceae","f__Streptococcaceae","f__Veillonellaceae","f__Xanthomonadaceae","g__[Eubacterium]","g__[Prevotella]","g__[Ruminococcus]","g__Acinetobacter","g__Actinomyces","g__Agrobacterium","g__Anaerococcus","g__Arcobacter","g__Atopobium","g__Bacteroides","g__Blautia","g__Bulleidia","g__Campylobacter","g__Capnocytophaga","g__Catonella","g__Chryseobacterium","g__Clostridium","g__Comamonas","g__Coprococcus","g__Corynebacterium","g__Dialister","g__Enhydrobacter","g__Enterococcus","g__Faecalibacterium","g__Flavobacterium","g__Fluviicola","g__Fusobacterium","g__Granulicatella","g__Haemophilus","g__Lachnospira","g__Lactobacillus","g__Lactococcus","g__Lautropia","g__Leptotrichia","g__Leuconostoc","g__Megasphaera","g__Microvirgula","g__Mogibacterium","g__Moryella","g__Neisseria","g__Oribacterium","g__Oscillospira","g__Parabacteroides","g__Parvimonas","g__Peptoniphilus","g__Peptostreptococcus","g__Porphyromonas","g__Prevotella","g__Propionibacterium","g__Pseudomonas","g__Rothia","g__Salinispora","g__Selenomonas","g__Streptococcus","g__Sulfurospirillum","g__Sutterella","g__Tannerella","g__Treponema","g__Veillonella","g__Vitreoscilla","g__Weissella","g__Zoogloea","s__acnes","s__aerodenitrificans","s__cibaria","s__confusa","s__copri","s__dentocariosa","s__dispar","s__endodontalis","s__fallax","s__johnsonii","s__luteciae","s__melaninogenica","s__moorei","s__mucilaginosa","s__nanceiensis","s__nigrescens","s__parainfluenzae","s__parvula","s__prausnitzii","s__rhizosphaerae","s__subflava","s__tannerae","s__uniformis","s__zeae","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Actinobacillus","g__Aggregatibacter","g__Butyrivibrio","g__Eikenella","g__Mycoplasma","f__Peptococcaceae","f__Bacillaceae","g__Finegoldia","s__dolichum","s__gnavus","g__Filifactor","s__socranskii","p__GN02","c__GKS2-174","o__MIZ46","s__fragilis","smokingstatus","bodysite"
"ESC.1.4.OPL",950,64,433,1,342,52,0,28,4,0,26,57,0,36,432,7,1,298,7,0,0,21,8,1,52,0,0,4,26,57,0,0,432,0,21,298,7,1,0,0,8,1,52,0,36,7,0,0,0,0,0,0,0,4,1,0,3,29,1,1,0,47,0,0,0,0,0,21,5,0,0,7,0,0,0,0,0,8,1,0,1,0,51,0,51,1,0,10,0,7,0,0,3,1,397,0,0,0,0,0,0,0,0,4,30,233,0,0,29,0,0,47,0,0,0,7,0,0,8,21,0,0,0,0,0,0,0,2,0,0,0,0,0,1,5,0,0,0,0,0,51,0,20,0,1,15,7,22,0,0,1,0,0,0,397,0,0,10,0,40,30,0,0,1,4,139,0,0,0,0,0,0,0,0,0,129,0,0,0,0,327,1,10,1,6,0,1,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,"Smoker","OPL"
"ESC.1.64.OPL",1669,145,622,0,842,12,0,34,4,0,9,113,0,386,620,1,0,447,32,0,0,31,9,2,12,2,0,4,9,113,0,0,620,1,31,447,32,6,0,1,9,2,12,2,384,0,0,1,0,0,0,0,0,4,0,0,11,1,0,0,0,64,0,0,0,3,0,31,15,0,1,32,1,0,0,1,0,9,5,2,9,2,149,1,3,58,0,48,1,0,0,0,1,22,591,0,0,0,0,0,0,0,0,4,310,285,0,0,1,0,1,59,0,0,0,32,3,0,7,31,2,1,0,0,0,0,1,3,0,0,0,0,0,9,15,0,0,1,12,0,3,56,30,0,8,73,0,36,0,0,0,0,1,21,591,0,0,48,0,3,298,0,0,1,4,234,0,0,0,0,0,0,0,0,2,204,2,0,0,0,514,0,46,0,4,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPL"
"ESC.1.26.OPL",1478,68,464,74,536,139,0,141,3,0,53,64,2,344,452,15,74,188,4,1,1,57,4,11,139,66,0,3,53,64,1,0,452,7,57,188,4,22,1,10,4,11,139,2,342,3,47,8,0,0,2,0,1,3,74,0,3,95,0,4,0,54,0,1,0,0,4,57,0,2,2,4,0,0,1,10,0,4,22,7,109,2,82,3,30,175,1,9,5,3,0,47,0,22,332,0,0,0,0,2,0,0,1,3,164,98,0,0,95,0,5,47,0,0,0,4,0,0,4,57,3,8,3,1,1,0,0,1,0,0,0,4,0,109,0,29,0,3,52,4,30,169,9,0,0,10,3,33,0,0,0,0,0,13,332,0,0,9,0,3,112,0,0,6,3,81,0,0,1,0,0,0,0,1,2,63,6,0,0,0,200,1,6,2,0,24,5,0,5,2,0,0,0,0,0,0,0,18,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,"NonSmoker","OPL"
"ESC.1.42.OPL",1361,80,452,2,614,92,0,95,2,0,24,76,1,375,445,18,2,233,4,0,0,20,6,7,92,56,0,2,24,76,0,0,445,11,20,233,4,6,0,6,6,7,92,1,374,7,42,8,0,0,0,0,0,2,2,0,3,70,0,3,0,16,0,0,1,3,2,19,8,0,8,4,1,1,0,6,0,6,3,3,9,1,18,1,83,220,0,59,6,7,0,42,0,18,347,0,1,0,0,0,0,0,0,2,145,210,0,0,70,0,4,16,0,0,1,4,3,0,6,18,3,0,2,0,0,0,1,0,2,0,0,0,1,9,8,42,0,1,40,2,83,216,25,0,1,3,6,3,0,0,0,0,0,16,347,0,1,59,0,7,103,0,1,1,2,160,1,0,0,0,0,0,0,0,1,133,2,0,0,0,240,1,58,3,0,40,3,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPL"
"ESC.1.33.OPL",1776,51,467,6,648,272,0,221,4,0,107,44,0,429,436,24,6,215,7,2,0,70,4,29,272,127,0,4,107,43,0,0,436,1,70,215,7,6,2,19,4,29,272,17,412,23,103,5,0,0,0,0,0,4,6,0,0,37,2,18,0,18,0,0,0,0,0,70,12,1,0,7,0,0,2,19,1,4,3,11,34,17,44,2,238,143,0,25,4,23,0,103,0,92,306,0,0,0,0,0,0,0,0,4,254,137,0,0,37,0,3,16,0,0,1,7,0,0,4,69,11,2,6,1,0,0,0,1,0,1,0,0,0,34,12,99,0,2,78,0,238,135,13,0,0,3,20,6,0,0,2,0,0,92,306,0,0,25,0,34,175,0,0,0,4,83,0,1,0,0,0,1,0,0,6,58,0,0,0,1,196,0,19,0,5,30,2,0,3,9,2,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPL"
"ESC.1.3.OPL",846,56,371,34,350,2,0,33,0,0,0,46,0,83,371,0,34,264,10,0,0,22,3,0,2,11,0,0,0,46,0,0,371,0,22,264,10,0,0,0,3,0,2,0,83,0,11,0,0,0,0,0,0,0,34,0,0,0,0,0,0,27,0,0,0,0,0,22,6,0,0,10,0,0,0,0,0,3,0,0,1,0,9,0,1,1,0,19,0,0,0,11,0,2,369,0,0,0,0,0,0,0,0,0,76,255,0,0,0,0,0,23,0,0,0,10,0,0,3,22,0,0,0,0,0,0,0,2,0,0,0,0,0,1,6,11,0,0,0,0,1,1,0,0,0,2,0,7,0,0,0,0,0,2,369,0,0,19,0,4,76,0,0,0,0,249,0,0,0,0,0,0,0,0,0,203,2,0,0,0,340,0,19,0,4,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPL"
"ESC.1.72.OPL",814,21,193,0,518,31,0,28,0,0,23,14,0,256,184,12,0,261,7,1,0,8,1,8,31,8,0,0,23,14,0,0,184,4,8,261,7,1,1,2,1,8,31,4,251,8,4,2,0,0,0,0,0,0,0,0,2,5,5,4,0,5,0,0,0,0,4,8,0,1,0,7,0,0,1,2,1,1,1,4,23,4,86,0,7,92,0,8,2,8,0,4,0,3,176,0,0,0,0,0,0,3,0,0,158,158,0,0,5,0,2,5,0,0,0,7,0,1,1,8,3,1,2,0,0,1,0,14,0,0,0,1,0,23,0,4,0,0,37,4,7,87,9,0,1,13,7,1,0,1,5,0,0,1,176,0,0,8,0,54,121,0,0,1,0,81,0,0,0,0,0,0,0,0,0,48,0,0,0,0,91,0,8,0,8,4,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPL"
"ESC.1.31.OPL",1181,36,564,1,229,263,0,23,63,0,2,34,0,110,563,4,1,110,2,0,0,12,9,1,263,7,0,63,2,34,0,0,563,0,12,110,2,0,0,0,9,1,263,4,106,4,6,1,0,0,0,0,0,63,1,0,6,1,23,1,0,1,0,0,0,0,0,12,1,0,0,2,0,0,0,0,0,9,0,0,261,4,6,0,2,9,0,33,0,4,0,6,1,27,534,0,0,0,0,0,0,0,0,63,96,70,0,0,1,0,0,1,0,0,0,2,0,0,9,12,0,2,1,0,0,0,0,23,0,0,0,0,0,261,1,5,0,0,5,0,2,9,0,0,0,0,2,3,0,0,21,2,0,0,534,0,0,33,0,1,91,0,0,12,63,46,0,0,0,0,0,0,0,0,0,42,0,0,0,0,9,2,33,0,227,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,10,0,0,0,0,"NonSmoker","OPL"
"ESC.1.59.OPL",1247,123,330,0,722,20,0,28,0,0,24,94,0,391,325,11,0,328,29,0,0,14,3,5,20,3,0,0,24,94,0,0,325,0,14,328,29,3,0,2,3,5,20,12,378,11,0,1,0,0,0,0,0,0,0,0,0,82,0,2,0,32,0,0,0,0,0,14,7,0,0,29,0,1,0,2,0,3,1,2,12,12,50,0,8,35,0,62,1,11,0,0,0,4,237,0,0,0,0,0,0,0,0,0,336,274,0,0,82,0,1,32,0,0,0,29,0,1,3,14,2,0,2,0,0,1,0,0,0,0,0,0,1,12,7,0,0,0,18,0,8,34,15,0,0,21,10,9,0,0,0,0,0,4,237,0,0,62,0,0,317,0,0,0,0,252,0,0,0,0,0,0,0,0,0,199,0,0,0,1,191,0,62,7,0,0,6,0,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPL"
"ESC.1.40.OPL",2096,78,813,0,661,432,0,20,5,0,85,51,0,133,813,3,0,475,27,0,0,14,53,0,432,3,0,5,85,51,0,0,813,0,14,475,27,5,0,1,53,0,432,1,132,3,1,1,0,0,0,0,0,5,0,0,15,133,2,0,0,45,0,0,0,0,0,14,2,0,0,27,0,0,0,1,0,53,5,0,13,1,82,0,419,39,0,6,0,3,0,1,2,7,668,0,0,0,0,0,0,0,0,5,91,366,0,0,133,0,0,39,0,0,0,26,0,0,53,14,0,4,0,0,0,0,0,3,0,0,0,0,0,13,2,0,0,0,9,0,419,39,35,0,5,13,3,13,0,0,2,0,0,7,668,0,0,6,0,34,81,0,0,0,5,257,0,0,0,0,0,0,0,0,1,215,7,0,0,0,491,9,5,1,7,0,5,0,0,1,13,0,0,1,1,1,1,0,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,"NonSmoker","OPL"
"ESC.1.71.OPL",942,33,338,1,409,34,0,112,4,0,11,30,0,214,334,74,1,192,3,1,1,2,3,3,34,35,0,4,11,30,0,0,334,4,2,192,3,1,1,0,3,3,34,3,211,69,34,1,0,0,0,0,0,4,1,0,1,16,8,2,0,4,0,0,0,0,3,2,3,0,1,3,1,0,1,0,0,3,1,1,30,3,39,0,4,70,2,23,0,69,0,34,0,3,313,0,0,0,0,0,0,0,0,4,138,140,0,0,16,0,0,4,0,0,0,3,0,0,3,2,0,2,0,0,0,1,1,16,0,0,0,1,0,30,3,34,0,0,9,3,4,69,2,0,0,7,69,4,0,0,8,0,0,2,313,0,0,23,0,24,129,0,0,1,4,98,0,0,0,0,0,0,0,0,0,81,2,0,0,0,146,0,23,7,24,33,2,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"NonSmoker","OPL"
"ESC.1.30.OPL",1042,37,256,0,552,38,2,148,0,0,8,30,0,463,236,85,0,87,7,2,0,19,2,18,38,44,0,0,8,30,0,0,236,4,19,87,7,2,2,15,2,18,38,3,460,80,19,10,0,0,0,0,0,0,0,0,1,20,0,7,2,5,0,0,0,5,1,19,1,0,2,7,1,1,2,15,1,2,2,10,37,3,5,4,0,219,2,20,7,80,1,19,0,30,179,0,0,0,0,0,0,0,0,0,235,80,0,0,20,0,7,5,0,0,2,7,5,0,2,17,5,0,7,0,1,0,1,0,0,0,0,5,1,37,1,19,1,4,112,0,0,211,4,0,0,0,80,3,0,0,0,0,0,30,179,0,0,20,1,1,121,0,0,0,0,74,0,0,0,0,0,0,0,0,0,54,2,1,0,0,150,1,20,5,0,19,5,0,7,79,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"NonSmoker","OPL"
"ESC.1.54.OPL",1261,88,650,0,353,88,0,33,9,0,39,48,0,45,650,8,0,286,40,0,0,24,22,0,88,1,0,9,39,48,0,0,650,0,24,286,40,1,0,0,22,0,88,0,45,8,1,0,0,0,0,0,0,9,0,0,4,247,1,0,0,30,2,0,0,0,0,24,5,0,0,40,0,0,0,0,0,22,1,0,55,0,52,0,32,2,0,18,0,8,0,1,0,14,379,0,0,0,0,0,0,0,0,9,36,208,0,0,247,1,0,30,0,0,0,40,0,0,22,24,0,6,0,0,0,0,0,19,0,0,0,0,0,55,5,1,0,0,1,0,32,2,24,0,1,3,8,23,0,0,1,0,0,13,379,0,0,18,0,2,35,0,0,0,9,151,0,0,0,0,0,0,0,0,0,124,3,0,0,0,257,3,18,6,0,1,4,0,0,8,62,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPL"
"ESC.1.27.OPL",1363,71,415,1,223,227,0,419,0,1,6,71,0,123,312,201,1,98,0,0,0,22,2,103,227,196,0,0,6,71,0,0,312,0,22,98,0,2,0,0,2,103,227,4,119,201,196,0,0,0,0,0,0,0,1,0,0,74,0,8,0,14,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,2,1,95,201,4,31,0,25,10,0,57,0,201,0,196,0,90,148,0,0,0,0,0,0,0,0,0,105,67,0,0,74,0,0,9,0,0,0,0,0,0,2,22,95,0,0,0,0,0,0,0,0,0,0,0,0,201,4,196,0,0,5,0,25,10,0,0,0,9,198,8,0,0,0,0,0,90,148,0,0,57,0,0,100,0,0,0,0,67,0,0,0,0,0,0,0,0,0,46,1,0,0,0,45,0,57,3,0,193,8,0,0,171,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPL"
"ESC.1.57.OPL",1189,84,334,0,648,26,0,54,0,0,43,46,0,204,334,1,0,440,38,0,0,48,4,0,26,5,0,0,43,46,0,0,334,0,48,440,38,12,0,0,4,0,26,2,202,1,3,2,0,0,0,0,0,0,0,0,2,5,1,0,0,21,0,0,0,0,0,48,5,0,0,38,0,0,0,0,0,4,12,0,8,2,124,0,18,11,0,25,1,1,0,3,0,2,327,0,0,0,0,0,0,0,0,0,186,312,0,0,5,0,1,20,0,1,0,38,0,0,4,48,0,6,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,9,0,18,11,56,0,1,36,0,48,0,0,0,0,0,1,327,0,0,25,0,26,177,0,0,1,0,214,0,0,0,0,0,0,0,0,0,191,1,0,0,0,250,0,25,0,1,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPL"
"ESC.1.41.OPL",232,11,79,0,74,46,0,8,1,9,4,4,0,18,77,3,0,54,7,0,0,3,2,2,46,2,0,1,4,4,0,0,77,0,3,54,7,1,0,1,2,2,46,1,17,2,1,0,0,0,1,0,0,1,0,0,4,12,0,1,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,1,0,2,1,1,9,1,17,1,37,7,0,1,0,2,0,1,0,2,62,0,0,0,0,1,0,0,0,1,9,30,0,0,12,0,0,3,0,0,0,7,0,0,2,3,1,2,0,0,0,0,0,1,0,0,0,0,0,9,0,1,0,1,1,0,37,7,3,0,1,2,2,3,0,0,0,0,0,2,62,0,0,1,0,0,8,0,0,0,1,26,0,0,0,0,0,0,0,0,0,24,0,0,0,0,48,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPL"
"ESC.1.6.OPL",751,60,267,1,365,4,0,5,1,0,48,53,0,103,267,1,1,247,7,0,0,3,15,0,4,1,0,1,48,53,0,0,267,0,3,247,7,3,0,0,15,0,4,0,103,1,0,1,0,0,0,0,0,1,1,0,0,10,0,0,0,31,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,15,3,0,4,0,85,44,0,0,0,22,0,1,0,0,0,2,254,0,0,0,0,0,0,0,0,1,56,160,0,0,10,0,0,31,0,0,0,7,0,0,15,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,44,0,0,0,0,29,0,0,47,1,4,0,0,0,0,0,2,254,0,0,22,0,0,56,0,0,0,1,123,0,0,0,0,0,0,0,0,0,104,2,0,0,0,222,2,22,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPL"
"ESC.1.25.OPL",1216,29,589,0,198,244,0,50,0,12,93,23,0,21,586,2,0,176,6,0,0,40,1,3,244,8,0,0,93,23,0,0,586,0,40,176,6,12,0,0,1,3,244,0,21,2,8,0,0,0,0,0,0,0,0,0,2,133,4,1,0,19,0,0,0,0,0,40,1,0,0,6,0,0,0,0,0,1,8,2,37,0,69,0,207,2,0,4,0,2,0,8,0,14,437,0,0,0,0,0,0,0,0,0,18,98,0,0,133,0,0,18,0,0,0,6,0,0,1,40,2,3,0,0,0,0,0,0,0,0,0,0,0,37,1,7,0,0,2,0,207,1,17,0,0,1,2,11,0,0,4,0,0,0,437,0,0,4,0,12,16,0,0,5,0,60,0,0,0,0,0,0,0,1,2,53,0,0,0,0,210,0,2,1,9,6,3,0,0,2,0,0,0,1,1,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPL"
"ESC.1.5.OPL",953,24,297,1,435,96,0,25,0,0,75,17,0,66,297,1,1,358,7,0,0,21,11,0,96,3,0,0,75,17,0,0,297,0,21,358,7,12,0,1,11,0,96,0,66,0,2,0,0,0,1,0,0,0,1,0,0,14,0,0,0,10,0,0,0,0,0,21,2,0,0,7,0,0,0,1,0,11,4,0,1,0,67,0,95,1,0,6,0,0,0,2,0,2,281,0,0,0,0,1,0,0,0,0,63,252,0,0,14,0,0,10,0,0,0,7,0,0,11,21,0,5,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,3,0,95,0,24,0,0,12,0,32,0,0,0,0,0,1,281,0,0,6,0,4,60,0,0,1,0,218,0,0,0,0,0,0,0,0,0,204,1,0,0,0,216,2,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPL"
"ESC.1.36.OPL",1157,90,255,0,459,229,0,119,0,0,5,86,0,256,243,80,0,200,4,0,0,12,3,12,229,27,0,0,5,86,0,0,243,0,12,200,4,1,0,1,3,12,229,14,242,80,26,0,0,0,0,0,0,0,0,0,0,35,0,3,0,29,0,0,0,0,0,12,7,0,0,4,0,0,0,1,1,3,1,9,118,14,35,0,111,47,0,57,0,80,0,26,1,6,199,0,0,0,0,0,0,0,0,0,187,164,0,0,35,0,0,28,0,0,0,4,0,0,3,12,9,0,0,0,0,0,0,0,0,0,0,0,0,118,7,26,0,0,7,0,111,47,2,0,0,12,77,16,0,0,0,0,1,0,199,0,0,57,0,0,180,0,0,2,0,161,0,0,0,0,0,0,0,0,0,141,0,0,0,0,171,0,57,4,0,26,4,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPL"
"ESC.1.52.OPL",1413,77,561,0,579,170,0,5,0,0,21,48,0,74,559,0,0,498,29,0,0,5,7,2,170,0,0,0,21,48,0,0,559,0,5,498,29,6,0,0,7,2,170,0,74,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,41,0,0,0,0,0,5,0,0,0,29,0,0,0,0,0,7,3,2,2,0,63,0,168,0,0,7,0,0,0,0,0,1,550,0,0,0,0,0,0,0,0,0,74,431,0,0,6,0,0,38,0,0,0,29,0,0,7,5,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,168,0,34,0,2,9,0,12,0,0,0,0,0,1,550,0,0,7,0,2,73,0,0,0,0,353,0,0,0,0,0,0,0,0,1,173,1,0,0,0,458,1,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPL"
"ESC.1.11.OPL",1104,49,420,0,304,204,0,59,7,1,60,42,0,21,404,22,0,279,7,0,0,34,4,16,204,3,0,7,60,42,0,0,404,0,34,279,7,3,0,0,4,16,204,1,20,22,3,0,0,0,0,0,0,7,0,0,3,29,0,0,0,35,0,0,0,0,0,34,3,0,0,7,0,0,0,0,0,4,3,16,50,1,114,0,154,1,0,7,0,22,0,3,0,5,366,0,0,0,0,0,0,0,0,7,16,120,0,0,29,0,0,35,0,0,0,7,0,0,4,34,16,3,0,0,0,0,0,0,0,0,0,0,0,50,3,3,0,0,1,0,154,0,19,0,3,25,22,15,0,0,0,0,0,1,366,0,0,6,0,15,15,0,0,2,7,78,0,0,0,0,0,0,0,0,0,65,0,0,0,0,193,1,6,3,0,3,4,0,0,19,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,"NonSmoker","OPL"
"ESC.1.60.OPL",1482,119,424,1,880,8,0,6,9,0,25,75,0,510,424,2,1,370,44,0,0,1,0,0,8,3,0,9,25,75,0,0,424,0,1,370,44,0,0,1,0,0,8,1,509,1,0,2,0,0,0,0,0,9,1,0,2,13,4,0,0,22,0,0,0,0,0,1,0,0,0,44,0,0,0,1,0,0,0,0,7,1,37,219,1,24,0,52,1,1,0,0,1,10,398,0,0,0,0,0,0,0,0,9,265,324,0,0,13,0,1,21,0,0,0,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,219,13,0,1,21,11,0,0,20,0,5,0,0,4,0,0,3,398,0,0,52,0,2,248,0,0,0,9,299,0,0,0,0,0,0,0,0,3,178,2,0,0,0,320,0,49,0,1,0,4,0,0,0,10,0,0,10,10,2,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,"Smoker","OPL"
"ESC.1.21.OPL",971,25,293,0,159,174,0,310,0,0,10,25,0,72,182,204,0,87,0,0,0,19,0,111,174,87,0,0,10,25,0,0,182,0,19,87,0,1,0,0,0,111,174,4,68,204,84,3,0,0,0,0,0,0,0,0,0,33,0,8,0,8,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,0,1,103,157,4,16,0,16,1,0,17,3,204,0,84,0,40,107,0,0,0,0,0,0,0,0,0,63,68,0,0,33,0,3,8,0,0,0,0,0,0,0,19,102,2,0,0,0,0,0,0,0,0,0,1,0,157,4,81,0,0,1,0,16,0,0,0,0,3,203,9,0,0,0,0,0,40,107,0,0,17,0,0,62,0,0,0,0,68,0,0,0,0,0,0,0,0,1,55,0,0,0,0,75,0,16,5,0,72,3,0,3,167,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPL"
"ESC.1.47.OPL",1420,45,394,2,465,193,0,275,7,14,25,45,1,285,329,148,2,176,0,0,0,24,4,65,193,102,0,7,25,45,0,0,329,0,24,176,0,10,0,29,4,65,193,17,267,146,68,5,0,1,0,0,0,7,2,0,1,42,11,11,0,24,0,0,0,1,0,24,5,0,0,0,0,0,0,29,0,4,8,53,151,17,45,1,41,110,1,20,3,146,0,68,3,91,191,0,0,0,1,0,0,0,0,7,151,104,0,0,42,0,3,23,0,0,0,0,1,0,4,24,53,7,3,0,0,0,0,2,0,0,0,0,0,151,5,63,0,1,48,0,41,108,0,0,0,2,144,15,0,0,11,0,1,84,191,0,0,20,0,1,102,0,0,1,7,101,0,0,0,0,0,0,0,0,0,73,1,0,0,2,58,2,19,10,0,62,14,0,2,137,1,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPL"
"ESC.1.34.OPL",1145,110,68,5,786,5,0,162,0,0,7,106,37,690,39,64,5,96,4,7,2,8,0,21,5,51,1,0,7,106,0,8,39,53,8,96,4,0,7,14,0,21,5,1,681,4,21,16,0,0,1,1,26,0,4,0,0,0,0,13,0,12,0,0,1,5,0,8,8,1,6,4,0,0,7,14,1,0,0,8,4,1,3,3,1,342,2,89,13,4,35,21,0,0,32,3,0,0,0,1,0,1,26,0,327,89,0,0,0,0,10,11,0,0,0,4,5,0,0,8,2,0,12,1,1,0,0,2,3,1,0,6,0,4,8,21,0,3,149,0,1,330,2,0,0,0,1,1,0,0,0,0,0,0,32,2,0,89,0,0,174,0,1,0,0,85,2,0,1,2,0,0,0,1,2,65,0,1,0,3,22,0,86,0,1,0,3,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,"NonSmoker","OPL"
